"Ausprägung","Jahr","Raumbezug","Mobilitätsziffer","außerstädtisch_Zugezogene","innerstädtisch_Zugezogene","außerstädtisch_Weggezogene","innerstädtisch_Weggezogene","mittlere_Hauptwohnsitzbevölkerung","BezirksID","Gesamtwegzug","Gesamtzuzug"
"insgesamt",2005,"Hadern",242,2150,3457,1917,3047,43678.8,20,4964,5607
"insgesamt",2005,"Pasing",273.2,4064,4806,3505,4672,62391.1,21,8177,8870
"insgesamt",2005,"Aubing",224.6,1696,2597,1735,2419,37615.4,22,4154,4293
"insgesamt",2005,"Allach",244.7,1517,1999,1501,1697,27442.8,23,3198,3516
"insgesamt",2005,"Feldmoching",258.4,3246,3901,2882,3698,53128.3,24,6580,7147
"insgesamt",2005,"Laim",263.6,2585,3968,2212,4108,48840.3,25,6320,6553
"insgesamt",2004,"Stadt München",314.8,92819,112112,82387,112112,1268813.8,26,194499,204931
"insgesamt",2004,"Altstadt",372.7,1839,1573,1492,1848,18114.1,1,3340,3412
"insgesamt",2004,"Ludwigsvorstadt",474.1,5114,5058,4555,5785,43265.3,2,10340,10172
"insgesamt",2004,"Maxvorstadt",419.3,4545,4186,3629,5025,41466.3,3,8654,8731
"insgesamt",2004,"Schwabing-West",376.2,4959,5851,4089,5676,54690.1,4,9765,10810
"insgesamt",2004,"Haidhausen",359,4374,4814,3704,5629,51593,5,9333,9188
"insgesamt",2004,"Sendling",333.5,2519,3701,2073,3531,35458.8,6,5604,6220
"insgesamt",2004,"Sendling-Westpark",288.3,2899,4295,2305,4501,48566.2,7,6806,7194
"insgesamt",2004,"Schwanthalerhöhe",404.7,2113,3052,2080,2999,25312.2,8,5079,5165
"insgesamt",2004,"Neuhausen",334.8,6389,7538,5108,8280,81594.8,9,13388,13927
"insgesamt",2004,"Moosach",276.3,3085,3639,2662,3519,46710.5,10,6181,6724
"insgesamt",2004,"Milbertshofen",377,5337,7060,4677,6381,62208.4,11,11058,12397
"insgesamt",2004,"Schwabing",359.4,5362,5221,5087,5778,59680.8,12,10865,10583
"insgesamt",2004,"Bogenhausen",278.9,4734,5568,4617,5400,72841.6,13,10017,10302
"insgesamt",2004,"Berg am Laim",271,2212,3216,1899,2923,37816.3,14,4822,5428
"insgesamt",2004,"Trudering",285.5,3258,4129,3104,3286,48247.8,15,6390,7387
"insgesamt",2004,"Ramersdorf",250.7,5265,7714,5128,7157,100768.6,16,12285,12979
"insgesamt",2004,"Obergiesing",412.2,4805,4211,4463,4850,44468.5,17,9313,9016
"insgesamt",2004,"Untergiesing",315.4,3315,4119,2869,4399,46617.8,18,7268,7434
"insgesamt",2004,"Thalkirchen",272.2,4732,6189,4329,5954,77909,19,10283,10921
"insgesamt",2004,"Hadern",245.8,2183,3500,2051,2865,43114.6,20,4916,5683
"insgesamt",2004,"Pasing",279,4107,5026,3679,4429,61805.8,21,8108,9133
"insgesamt",2004,"Aubing",235.9,1886,2695,1867,2413,37568.1,22,4280,4581
"insgesamt",2004,"Allach",256.2,1834,1946,1424,1752,27153.8,23,3176,3780
"insgesamt",2004,"Feldmoching",260,3237,3776,3144,3645,53086.6,24,6789,7013
"insgesamt",2004,"Laim",267.8,2714,4035,2262,4043,48752.9,25,6305,6749
"insgesamt",2003,"Stadt München",303.4,85743,106707,85434,106707,1267457.8,26,192141,192450
"insgesamt",2003,"Altstadt",366.2,1709,1599,1573,1804,18255.5,1,3377,3308
"insgesamt",2003,"Ludwigsvorstadt",452.8,4506,5015,4288,6075,43912.5,2,10363,9521
"insgesamt",2003,"Maxvorstadt",395.7,4017,4024,3634,4815,41672.5,3,8449,8041
"insgesamt",2003,"Schwabing-West",345.8,4332,5084,4177,5237,54456.9,4,9414,9416
"insgesamt",2003,"Haidhausen",334.1,3814,4615,3700,5239,51977.6,5,8939,8429
"insgesamt",2003,"Sendling",319.7,2290,3229,2298,3417,35143.4,6,5715,5519
"insgesamt",2003,"Sendling-Westpark",267.7,2623,3947,2347,4058,48472.5,7,6405,6570
"insgesamt",2003,"Schwanthalerhöhe",369.2,2097,2588,2071,2568,25252.9,8,4639,4685
"insgesamt",2003,"Neuhausen",313,5654,6949,5396,7640,81911.5,9,13036,12603
"insgesamt",2003,"Moosach",269.2,2787,3498,2871,3343,46435.3,10,6214,6285
"insgesamt",2003,"Milbertshofen",356.8,4937,6127,4830,6198,61918.7,11,11028,11064
"insgesamt",2003,"Schwabing",343.8,5321,5007,5007,5394,60290.9,12,10401,10328
"insgesamt",2003,"Bogenhausen",268.1,4689,5313,4554,4961,72798.6,13,9515,10002
"insgesamt",2003,"Berg am Laim",268.2,2004,2932,2214,2991,37814.8,14,5205,4936
"insgesamt",2003,"Trudering",316.6,3618,4176,4067,3214,47614.5,15,7281,7794
"insgesamt",2003,"Ramersdorf",253.5,5073,7853,5464,7087,100485.8,16,12551,12926
"insgesamt",2003,"Obergiesing",371.7,4285,4020,3689,4580,44586.8,17,8269,8305
"insgesamt",2003,"Untergiesing",316.2,3345,4133,3244,4039,46686.3,18,7283,7478
"insgesamt",2003,"Thalkirchen",259.7,4203,5968,4644,5382,77761.2,19,10026,10171
"insgesamt",2003,"Hadern",238.8,2117,3054,2258,2752,42633.3,20,5010,5171
"insgesamt",2003,"Pasing",279.2,3866,5073,3741,4394,61150.8,21,8135,8939
"insgesamt",2003,"Aubing",243.8,1758,2849,2182,2378,37606.4,22,4560,4607
"insgesamt",2003,"Allach",240,1251,2035,1412,1752,26879.3,23,3164,3286
"insgesamt",2003,"Feldmoching",253.1,2939,3729,3187,3568,53036.3,24,6755,6668
"insgesamt",2003,"Laim",262.2,2507,3888,2562,3813,48701,25,6375,6395
"insgesamt",2002,"Stadt München",296.7,92834,94918,91716,94918,1261889.4,26,186634,187752
"insgesamt",2002,"Altstadt",387.1,1915,1499,1897,1773,18299,1,3670,3414
"insgesamt",2002,"Ludwigsvorstadt",457.2,5078,4741,4949,5427,44168.3,2,10376,9819
"insgesamt",2002,"Maxvorstadt",404.9,4382,3744,4363,4425,41772.8,3,8788,8126
"insgesamt",2002,"Schwabing-West",328.4,4378,4403,4196,4883,54383.6,4,9079,8781
"insgesamt",2002,"Haidhausen",329.7,4232,4319,4088,4498,51978.8,5,8586,8551
"insgesamt",2002,"Sendling",320.9,2599,3071,2497,3044,34933,6,5541,5670
"insgesamt",2002,"Sendling-Westpark",255.2,2830,3307,2664,3595,48575.8,7,6259,6137
"insgesamt",2002,"Schwanthalerhöhe",370.6,2348,2324,2323,2257,24964.3,8,4580,4672
"insgesamt",2002,"Neuhausen",316.3,6420,6386,6290,6853,82043.9,9,13143,12806
"insgesamt",2002,"Moosach",260.2,2967,3025,3106,2902,46110.6,10,6008,5992
"insgesamt",2002,"Milbertshofen",331,5143,5166,4429,5553,61293.9,11,9982,10309
"insgesamt",2002,"Schwabing",341.8,5365,5044,5020,5014,59811.3,12,10034,10409
"insgesamt",2002,"Bogenhausen",260.2,4738,4856,4686,4488,72135,13,9174,9594
"insgesamt",2002,"Berg am Laim",269.9,2315,2806,2500,2537,37631.3,14,5037,5121
"insgesamt",2002,"Trudering",294,3654,3789,3403,2725,46156.4,15,6128,7443
"insgesamt",2002,"Ramersdorf",240.6,5457,6376,6067,6239,100340.8,16,12306,11833
"insgesamt",2002,"Obergiesing",377.4,5132,3454,4178,3972,44348.9,17,8150,8586
"insgesamt",2002,"Untergiesing",307,3384,3733,3475,3703,46566.2,18,7178,7117
"insgesamt",2002,"Thalkirchen",260.6,4942,5239,5173,4861,77577.1,19,10034,10181
"insgesamt",2002,"Hadern",241.5,2367,3011,2296,2514,42187.9,20,4810,5378
"insgesamt",2002,"Pasing",268.2,3997,4172,4117,3943,60506.2,21,8060,8169
"insgesamt",2002,"Aubing",221.9,1790,2345,2108,2132,37737.3,22,4240,4135
"insgesamt",2002,"Allach",218.9,1361,1632,1569,1313,26842.3,23,2882,2993
"insgesamt",2002,"Feldmoching",248.9,3314,3285,3555,3000,52846.3,24,6555,6599
"insgesamt",2002,"Laim",245.5,2726,3191,2767,3267,48678.2,25,6034,5917
"insgesamt",2001,"Stadt München",303.2,97400,98866,85370,98866,1255124.3,26,184236,196266
"insgesamt",2001,"Altstadt",393.8,2055,1643,1722,1865,18497.6,1,3587,3698
"insgesamt",2001,"Ludwigsvorstadt",459.5,5426,4771,4816,5498,44637.9,2,10314,10197
"insgesamt",2001,"Maxvorstadt",392.9,4658,3718,3698,4396,41919.4,3,8094,8376
"insgesamt",2001,"Schwabing-West",323.6,4849,4263,3703,4683,54075,4,8386,9112
"insgesamt",2001,"Haidhausen",337.5,4357,4345,4048,4784,51952.1,5,8832,8702
"insgesamt",2001,"Sendling",331.1,2531,3367,2352,3254,34743.1,6,5606,5898
"insgesamt",2001,"Sendling-Westpark",267.2,3100,3528,2567,3765,48500.9,7,6332,6628
"insgesamt",2001,"Schwanthalerhöhe",380.3,2336,2431,2237,2515,25032.6,8,4752,4767
"insgesamt",2001,"Neuhausen",320.2,6757,6467,5897,7180,82131.1,9,13077,13224
"insgesamt",2001,"Moosach",276.7,3214,3421,2987,3058,45828.2,10,6045,6635
"insgesamt",2001,"Milbertshofen",341.5,5324,5375,4345,5648,60590,11,9993,10699
"insgesamt",2001,"Schwabing",336,5805,4752,4150,4940,58471.3,12,9090,10557
"insgesamt",2001,"Bogenhausen",260,4876,4741,4263,4640,71236.6,13,8903,9617
"insgesamt",2001,"Berg am Laim",290.4,2559,3112,2359,2857,37492.2,14,5216,5671
"insgesamt",2001,"Trudering",294.7,3566,4041,3061,2403,44353.2,15,5464,7607
"insgesamt",2001,"Ramersdorf",253.8,5897,7045,5575,6983,100473.9,16,12558,12942
"insgesamt",2001,"Obergiesing",424.2,5572,3855,4514,4776,44127.7,17,9290,9427
"insgesamt",2001,"Untergiesing",317,3516,4114,3239,3821,46338.6,18,7060,7630
"insgesamt",2001,"Thalkirchen",269.8,5144,5692,4856,5130,77177.5,19,9986,10836
"insgesamt",2001,"Hadern",230,2188,2766,2082,2578,41792.3,20,4660,4954
"insgesamt",2001,"Pasing",266.4,4126,4273,3659,3957,60123.5,21,7616,8399
"insgesamt",2001,"Aubing",218.2,1926,2351,1945,1988,37630.7,22,3933,4277
"insgesamt",2001,"Allach",235.2,1455,1745,1534,1550,26721.5,23,3084,3200
"insgesamt",2001,"Feldmoching",249.2,3303,3510,3279,3019,52605.7,24,6298,6813
"insgesamt",2001,"Laim",256,2860,3540,2482,3578,48672,25,6060,6400
"insgesamt",2000,"Stadt München",311.3,94566,105882,79570,105882,1239547.2,26,185452,200448
"insgesamt",2000,"Altstadt",410.8,2177,1786,1547,1979,18228.9,1,3526,3963
"insgesamt",2000,"Ludwigsvorstadt",466.7,5504,5084,4237,5699,43976.2,2,9936,10588
"insgesamt",2000,"Maxvorstadt",390.8,4426,3798,3391,4588,41461.3,3,7979,8224
"insgesamt",2000,"Schwabing-West",333.1,4613,4615,3482,5093,53452.6,4,8575,9228
"insgesamt",2000,"Haidhausen",340.7,4386,4555,3558,5191,51925.6,5,8749,8941
"insgesamt",2000,"Sendling",319.1,2465,3032,2148,3323,34372.3,6,5471,5497
"insgesamt",2000,"Sendling-Westpark",282.9,3159,3720,2486,4262,48167.9,7,6748,6879
"insgesamt",2000,"Schwanthalerhöhe",367.9,2247,2370,1849,2652,24782.4,8,4501,4617
"insgesamt",2000,"Neuhausen",314.4,6231,6919,4877,7610,81545,9,12487,13150
"insgesamt",2000,"Moosach",286.7,3124,3726,2673,3367,44960.1,10,6040,6850
"insgesamt",2000,"Milbertshofen",374.4,5323,6246,4376,6393,59660.1,11,10769,11569
"insgesamt",2000,"Schwabing",361,5131,5282,4375,5950,57440.5,12,10325,10413
"insgesamt",2000,"Bogenhausen",267.8,5031,4826,4224,4800,70491.8,13,9024,9857
"insgesamt",2000,"Berg am Laim",314.3,2344,3908,2117,3140,36623.3,14,5257,6252
"insgesamt",2000,"Trudering",310.9,3225,4147,3174,2582,42221.2,15,5756,7372
"insgesamt",2000,"Ramersdorf",257.9,5629,7613,5325,7128,99650.5,16,12453,13242
"insgesamt",2000,"Obergiesing",395.4,5061,3814,4013,4419,43770.2,17,8432,8875
"insgesamt",2000,"Untergiesing",316.8,3519,4069,2857,4069,45820.3,18,6926,7588
"insgesamt",2000,"Thalkirchen",275.9,5155,5876,4696,5274,76116.6,19,9970,11031
"insgesamt",2000,"Hadern",234.5,2059,2998,1862,2804,41460.9,20,4666,5057
"insgesamt",2000,"Pasing",284.7,4170,4736,3647,4338,59320.4,21,7985,8906
"insgesamt",2000,"Aubing",215.9,1810,2488,1713,2024,37214.9,22,3737,4298
"insgesamt",2000,"Allach",252.3,1671,1762,1634,1665,26681.8,23,3299,3433
"insgesamt",2000,"Feldmoching",281.8,3330,4684,2927,3647,51771.4,24,6574,8014
"insgesamt",2000,"Laim",265.8,2776,3828,2382,3885,48431,25,6267,6604
"nichtdeutsch",2009,"Stadt München",571.3,46786,39713,49435,39713,307448.2,26,89148,86499
"nichtdeutsch",2009,"Altstadt",733.3,880,415,1100,565,4036.4,1,1665,1295
"nichtdeutsch",2009,"Ludwigsvorstadt",878.2,3141,1782,3573,2213,12193.6,2,5786,4923
"nichtdeutsch",2009,"Maxvorstadt",750.8,2432,1489,2538,1632,10776.9,3,4170,3921
"nichtdeutsch",2009,"Schwabing-West",621.1,1969,1668,2017,1896,12155,4,3913,3637
"nichtdeutsch",2009,"Haidhausen",565.6,1703,1484,1865,1611,11781,5,3476,3187
"nichtdeutsch",2009,"Sendling",559.7,1286,1148,1617,1178,9341.9,6,2795,2434
"nichtdeutsch",2009,"Sendling-Westpark",463.5,1238,1492,1310,1405,11746.3,7,2715,2730
"nichtdeutsch",2009,"Schwanthalerhöhe",514.4,1085,1162,1462,1147,9439.3,8,2609,2247
"nichtdeutsch",2009,"Neuhausen",617.1,3190,2358,3324,2255,18031,9,5579,5548
"nichtdeutsch",2009,"Moosach",570.8,2234,1500,1924,1328,12238.4,10,3252,3734
"nichtdeutsch",2009,"Milbertshofen",532.3,2985,3240,3021,3332,23628.6,11,6353,6225
"nichtdeutsch",2009,"Schwabing",700.1,2824,1928,3074,1988,14018.7,12,5062,4752
"nichtdeutsch",2009,"Bogenhausen",535.6,2035,1534,2189,1559,13661.8,13,3748,3569
"nichtdeutsch",2009,"Berg am Laim",457.2,1003,1394,1124,1298,10541.3,14,2422,2397
"nichtdeutsch",2009,"Trudering",553.3,1534,1539,1419,1056,10027.9,15,2475,3073
"nichtdeutsch",2009,"Ramersdorf",403.4,2559,3225,2779,2804,28178,16,5583,5784
"nichtdeutsch",2009,"Obergiesing",659,2667,1801,2472,1764,13208.3,17,4236,4468
"nichtdeutsch",2009,"Untergiesing",607.6,1245,1428,1441,1573,9359.8,18,3014,2673
"nichtdeutsch",2009,"Thalkirchen",736.6,3652,2099,3422,2378,15681,19,5800,5751
"nichtdeutsch",2009,"Hadern",494.7,1309,1183,1192,1179,9830.7,20,2371,2492
"nichtdeutsch",2009,"Pasing",562.1,1564,1403,1706,1360,10733,21,3066,2967
"nichtdeutsch",2009,"Aubing",429.8,733,821,742,760,7110.4,22,1502,1554
"nichtdeutsch",2009,"Allach",567.6,577,622,705,623,4451.9,23,1328,1199
"nichtdeutsch",2009,"Feldmoching",482.1,1723,1558,2179,1410,14250.3,24,3589,3281
"nichtdeutsch",2009,"Laim",479.8,1212,1440,1240,1398,11026.3,25,2638,2652
"nichtdeutsch",2008,"Stadt München",503.7,42428,40308,34725,40308,313230.8,26,75033,82736
"nichtdeutsch",2008,"Altstadt",599.1,930,447,686,533,4333.3,1,1219,1377
"nichtdeutsch",2008,"Ludwigsvorstadt",705.4,2968,1798,2249,2150,12992.8,2,4399,4766
"nichtdeutsch",2008,"Maxvorstadt",566,2018,1335,1431,1564,11214.8,3,2995,3353
"nichtdeutsch",2008,"Schwabing-West",542.5,1764,1732,1575,1778,12626,4,3353,3496
"nichtdeutsch",2008,"Haidhausen",490.9,1612,1473,1273,1671,12281.3,5,2944,3085
"nichtdeutsch",2008,"Sendling",485.1,1290,1102,1011,1301,9696.8,6,2312,2392
"nichtdeutsch",2008,"Sendling-Westpark",412.1,1109,1487,875,1420,11867.3,7,2295,2596
"nichtdeutsch",2008,"Schwanthalerhöhe",481.2,1178,1356,879,1234,9657.4,8,2113,2534
"nichtdeutsch",2008,"Neuhausen",543.4,2922,2275,2333,2365,18207.8,9,4698,5197
"nichtdeutsch",2008,"Moosach",457.5,1490,1418,1311,1414,12311.3,10,2725,2908
"nichtdeutsch",2008,"Milbertshofen",493.9,2629,3439,2317,3380,23822.7,11,5697,6068
"nichtdeutsch",2008,"Schwabing",650.6,2915,1913,2427,2139,14440.1,12,4566,4828
"nichtdeutsch",2008,"Bogenhausen",453.4,1905,1447,1483,1519,14014.2,13,3002,3352
"nichtdeutsch",2008,"Berg am Laim",437.8,950,1539,814,1357,10644.2,14,2171,2489
"nichtdeutsch",2008,"Trudering",538,1137,1818,939,1283,9622.3,15,2222,2955
"nichtdeutsch",2008,"Ramersdorf",390.5,2575,3398,1952,3128,28305,16,5080,5973
"nichtdeutsch",2008,"Obergiesing",555.4,2275,1627,1805,1684,13308.1,17,3489,3902
"nichtdeutsch",2008,"Untergiesing",522.1,1153,1475,996,1440,9699.6,18,2436,2628
"nichtdeutsch",2008,"Thalkirchen",605.6,2876,2068,2374,2287,15860.3,19,4661,4944
"nichtdeutsch",2008,"Hadern",452.6,1183,1193,891,1185,9835.8,20,2076,2376
"nichtdeutsch",2008,"Pasing",503.1,1519,1272,1415,1305,10953.3,21,2720,2791
"nichtdeutsch",2008,"Aubing",407.3,688,868,616,751,7176.8,22,1367,1556
"nichtdeutsch",2008,"Allach",473.1,524,606,490,551,4588.5,23,1041,1130
"nichtdeutsch",2008,"Feldmoching",450.1,1725,1727,1738,1428,14701.9,24,3166,3452
"nichtdeutsch",2008,"Laim",439.9,1088,1495,845,1441,11068.3,25,2286,2583
"nichtdeutsch",2007,"Stadt München",501.4,42316,39969,32216,39969,308081.3,26,72185,82285
"nichtdeutsch",2007,"Altstadt",571.1,909,398,576,539,4241.1,1,1115,1307
"nichtdeutsch",2007,"Ludwigsvorstadt",668.6,2792,1606,2209,1965,12821.3,2,4174,4398
"nichtdeutsch",2007,"Maxvorstadt",598.6,1908,1593,1436,1640,10986.5,3,3076,3501
"nichtdeutsch",2007,"Schwabing-West",546.3,1873,1776,1439,1746,12510.1,4,3185,3649
"nichtdeutsch",2007,"Haidhausen",466.8,1503,1371,1212,1645,12276.8,5,2857,2874
"nichtdeutsch",2007,"Sendling",440.1,1147,1119,809,1166,9636.2,6,1975,2266
"nichtdeutsch",2007,"Sendling-Westpark",410.7,1157,1394,829,1453,11768,7,2282,2551
"nichtdeutsch",2007,"Schwanthalerhöhe",432.5,919,1185,765,1191,9387.5,8,1956,2104
"nichtdeutsch",2007,"Neuhausen",525.7,2675,2216,1976,2617,18041.2,9,4593,4891
"nichtdeutsch",2007,"Moosach",453,1429,1487,1240,1320,12089,10,2560,2916
"nichtdeutsch",2007,"Milbertshofen",520.1,3117,3384,2331,3511,23731.4,11,5842,6501
"nichtdeutsch",2007,"Schwabing",619.7,2680,1997,2145,2054,14323.6,12,4199,4677
"nichtdeutsch",2007,"Bogenhausen",460.2,1818,1615,1321,1523,13638.9,13,2844,3433
"nichtdeutsch",2007,"Berg am Laim",450.6,1014,1520,815,1304,10325.3,14,2119,2534
"nichtdeutsch",2007,"Trudering",550.4,1316,1462,1144,1036,9007.9,15,2180,2778
"nichtdeutsch",2007,"Ramersdorf",387.1,2477,3301,1998,3041,27942.6,16,5039,5778
"nichtdeutsch",2007,"Obergiesing",546,2093,1672,1644,1693,13006.7,17,3337,3765
"nichtdeutsch",2007,"Untergiesing",522.6,1250,1425,877,1409,9493.2,18,2286,2675
"nichtdeutsch",2007,"Thalkirchen",630.6,3202,2074,2159,2385,15572.3,19,4544,5276
"nichtdeutsch",2007,"Hadern",454.1,1214,1245,736,1092,9440.8,20,1828,2459
"nichtdeutsch",2007,"Pasing",519.2,1542,1449,1210,1521,11019.8,21,2731,2991
"nichtdeutsch",2007,"Aubing",388.9,617,806,543,772,7039.8,22,1315,1423
"nichtdeutsch",2007,"Allach",513.4,649,584,604,511,4573,23,1115,1233
"nichtdeutsch",2007,"Feldmoching",454.1,1893,1794,1347,1445,14267.8,24,2792,3687
"nichtdeutsch",2007,"Laim",443.3,1116,1496,849,1389,10940.4,25,2238,2612
"nichtdeutsch",2006,"Stadt München",508.1,41029,39514,33750,39514,302699.9,26,73264,80543
"nichtdeutsch",2006,"Altstadt",568,784,389,680,541,4214.9,1,1221,1173
"nichtdeutsch",2006,"Ludwigsvorstadt",650.3,2520,1667,2124,2067,12882.8,2,4191,4187
"nichtdeutsch",2006,"Maxvorstadt",640.7,2050,1594,1542,1612,10610.3,3,3154,3644
"nichtdeutsch",2006,"Schwabing-West",584.8,1836,1865,1642,1787,12192.2,4,3429,3701
"nichtdeutsch",2006,"Haidhausen",498.4,1626,1535,1287,1727,12390.7,5,3014,3161
"nichtdeutsch",2006,"Sendling",464.7,1101,1195,895,1222,9496.7,6,2117,2296
"nichtdeutsch",2006,"Sendling-Westpark",426.4,1114,1515,928,1398,11620.7,7,2326,2629
"nichtdeutsch",2006,"Schwanthalerhöhe",426,927,1019,917,1205,9550.2,8,2122,1946
"nichtdeutsch",2006,"Neuhausen",535.5,2841,2147,2126,2538,18024.2,9,4664,4988
"nichtdeutsch",2006,"Moosach",438.1,1311,1442,1269,1181,11875.5,10,2450,2753
"nichtdeutsch",2006,"Milbertshofen",515.3,2868,3428,2334,3301,23153.5,11,5635,6296
"nichtdeutsch",2006,"Schwabing",650.2,2780,2043,2136,2255,14170.8,12,4391,4823
"nichtdeutsch",2006,"Bogenhausen",482.1,1847,1577,1555,1425,13284.3,13,2980,3424
"nichtdeutsch",2006,"Berg am Laim",406.4,917,1255,738,1186,10078.7,14,1924,2172
"nichtdeutsch",2006,"Trudering",578.6,1343,1456,1079,938,8324,15,2017,2799
"nichtdeutsch",2006,"Ramersdorf",390.5,2380,3320,2087,2975,27560,16,5062,5700
"nichtdeutsch",2006,"Obergiesing",562.3,2177,1787,1443,1714,12665,17,3157,3964
"nichtdeutsch",2006,"Untergiesing",528.1,1222,1319,967,1391,9276.1,18,2358,2541
"nichtdeutsch",2006,"Thalkirchen",618.6,2875,1986,2138,2334,15086.9,19,4472,4861
"nichtdeutsch",2006,"Hadern",420.8,910,1174,727,1043,9159,20,1770,2084
"nichtdeutsch",2006,"Pasing",492.9,1462,1298,1204,1385,10852.8,21,2589,2760
"nichtdeutsch",2006,"Aubing",415.5,624,886,621,790,7030.7,22,1411,1510
"nichtdeutsch",2006,"Allach",547.4,609,567,743,581,4567.3,23,1324,1176
"nichtdeutsch",2006,"Feldmoching",490.2,1926,1632,1797,1495,13972.9,24,3292,3558
"nichtdeutsch",2006,"Laim",422.8,975,1418,769,1345,10660.1,25,2114,2393
"nichtdeutsch",2005,"Stadt München",543.1,43112,42630,32993,42630,297130.7,26,75623,85742
"nichtdeutsch",2005,"Altstadt",585.6,823,499,534,612,4214.2,1,1146,1322
"nichtdeutsch",2005,"Ludwigsvorstadt",703.3,2831,1887,2147,2222,12920.6,2,4369,4718
"nichtdeutsch",2005,"Maxvorstadt",626.2,1875,1526,1371,1728,10379.3,3,3099,3401
"nichtdeutsch",2005,"Schwabing-West",612.2,2049,1790,1625,1919,12060.5,4,3544,3839
"nichtdeutsch",2005,"Haidhausen",539.2,1703,1676,1352,1893,12286,5,3245,3379
"nichtdeutsch",2005,"Sendling",494.7,1114,1319,822,1379,9366.4,6,2201,2433
"nichtdeutsch",2005,"Sendling-Westpark",457.8,1265,1573,719,1625,11318.9,7,2344,2838
"nichtdeutsch",2005,"Schwanthalerhöhe",455.3,1006,1194,864,1351,9697.9,8,2215,2200
"nichtdeutsch",2005,"Neuhausen",601.4,3012,2432,2436,2911,17944.6,9,5347,5444
"nichtdeutsch",2005,"Moosach",512.5,1590,1628,1328,1436,11672.1,10,2764,3218
"nichtdeutsch",2005,"Milbertshofen",591.9,3278,4032,2548,3417,22427.2,11,5965,7310
"nichtdeutsch",2005,"Schwabing",689.6,2741,2240,2347,2379,14075.8,12,4726,4981
"nichtdeutsch",2005,"Bogenhausen",522.9,1892,1817,1424,1571,12819.8,13,2995,3709
"nichtdeutsch",2005,"Berg am Laim",452,978,1402,784,1290,9853.3,14,2074,2380
"nichtdeutsch",2005,"Trudering",645.8,1360,1470,1133,1096,7834.3,15,2229,2830
"nichtdeutsch",2005,"Ramersdorf",401.2,2516,3444,1748,3139,27033.3,16,4887,5960
"nichtdeutsch",2005,"Obergiesing",521.6,1552,1737,1387,1696,12215.6,17,3083,3289
"nichtdeutsch",2005,"Untergiesing",570.5,1279,1485,918,1504,9090.7,18,2422,2764
"nichtdeutsch",2005,"Thalkirchen",640.3,3094,1992,1952,2417,14767.6,19,4369,5086
"nichtdeutsch",2005,"Hadern",455.3,920,1341,699,1064,8837.2,20,1763,2261
"nichtdeutsch",2005,"Pasing",602.7,1832,1536,1386,1696,10702.7,21,3082,3368
"nichtdeutsch",2005,"Aubing",441.4,698,966,572,821,6925,22,1393,1664
"nichtdeutsch",2005,"Allach",543.1,715,561,673,576,4649.3,23,1249,1276
"nichtdeutsch",2005,"Feldmoching",478.6,1958,1586,1502,1460,13592.8,24,2962,3544
"nichtdeutsch",2005,"Laim",447.3,1031,1497,722,1422,10444.3,25,2144,2528
"nichtdeutsch",2004,"Stadt München",596.9,47414,42590,41432,42590,291564.8,26,84022,90004
"nichtdeutsch",2004,"Altstadt",658,860,468,790,584,4106.1,1,1374,1328
"nichtdeutsch",2004,"Ludwigsvorstadt",748.6,2711,1956,2658,2270,12818.1,2,4928,4667
"nichtdeutsch",2004,"Maxvorstadt",691.6,2121,1466,1854,1654,10258.1,3,3508,3587
"nichtdeutsch",2004,"Schwabing-West",734.8,2559,1931,2126,2122,11891.6,4,4248,4490
"nichtdeutsch",2004,"Haidhausen",614.2,2108,1589,1897,2101,12528.9,5,3998,3697
"nichtdeutsch",2004,"Sendling",521.5,1116,1436,927,1308,9180,6,2235,2552
"nichtdeutsch",2004,"Sendling-Westpark",536.8,1435,1667,896,1906,10999.3,7,2802,3102
"nichtdeutsch",2004,"Schwanthalerhöhe",514.2,1179,1222,1347,1345,9904.4,8,2692,2401
"nichtdeutsch",2004,"Neuhausen",643.4,3363,2676,2393,2986,17747,9,5379,6039
"nichtdeutsch",2004,"Moosach",539.6,1812,1539,1471,1264,11279.7,10,2735,3351
"nichtdeutsch",2004,"Milbertshofen",616.7,3218,3795,2817,3236,21187.9,11,6053,7013
"nichtdeutsch",2004,"Schwabing",744.3,2925,2264,2959,2223,13933.3,12,5182,5189
"nichtdeutsch",2004,"Bogenhausen",595.9,2138,1630,2103,1543,12442.4,13,3646,3768
"nichtdeutsch",2004,"Berg am Laim",437.4,992,1305,800,1077,9541.7,14,1877,2297
"nichtdeutsch",2004,"Trudering",728.1,1561,1237,1547,1096,7472.8,15,2643,2798
"nichtdeutsch",2004,"Ramersdorf",437.1,2776,3472,2283,3028,26441.9,16,5311,6248
"nichtdeutsch",2004,"Obergiesing",801.9,2988,1721,2804,2328,12272,17,5132,4709
"nichtdeutsch",2004,"Untergiesing",599.4,1352,1356,1145,1573,9052.8,18,2718,2708
"nichtdeutsch",2004,"Thalkirchen",579.6,2198,2105,1879,2161,14394.6,19,4040,4303
"nichtdeutsch",2004,"Hadern",488.3,1047,1300,869,954,8540.5,20,1823,2347
"nichtdeutsch",2004,"Pasing",648,1914,1704,1694,1494,10502.6,21,3188,3618
"nichtdeutsch",2004,"Aubing",521.7,873,1010,751,922,6816.2,22,1673,1883
"nichtdeutsch",2004,"Allach",619,995,566,693,576,4572,23,1269,1561
