"Ausprägung","Jahr","Raumbezug","Mobilitätsziffer","außerstädtisch_Zugezogene","innerstädtisch_Zugezogene","außerstädtisch_Weggezogene","innerstädtisch_Weggezogene","mittlere_Hauptwohnsitzbevölkerung","BezirksID","Gesamtwegzug","Gesamtzuzug"
"insgesamt",2016,"Haidhausen",291.4,4617,4392,4122,4862,61741.7,5,8984,9009
"insgesamt",2016,"Sendling",280.4,2663,3122,2579,3136,41018.8,6,5715,5785
"insgesamt",2016,"Sendling-Westpark",270.7,3900,4351,3424,4286,58965.4,7,7710,8251
"insgesamt",2016,"Schwanthalerhöhe",294.1,2253,2058,2156,2451,30322.3,8,4607,4311
"insgesamt",2016,"Neuhausen",279.6,7070,6938,6313,7359,98986.8,9,13672,14008
"insgesamt",2016,"Moosach",282.2,3457,4242,3496,3880,53415.1,10,7376,7699
"insgesamt",2016,"Milbertshofen",334.8,7132,5770,6090,6425,75907.9,11,12515,12902
"insgesamt",2016,"Schwabing",482.4,12204,7171,9956,7497,76349,12,17453,19375
"insgesamt",2016,"Bogenhausen",271.8,6460,5736,5264,6123,86770.4,13,11387,12196
"insgesamt",2016,"Berg am Laim",245.5,2571,3152,2666,2747,45358.8,14,5413,5723
"insgesamt",2016,"Trudering",237.6,4578,4483,4070,3693,70793.8,15,7763,9061
"insgesamt",2016,"Ramersdorf",226.9,6452,6983,6062,6152,113056.3,16,12214,13435
"insgesamt",2016,"Obergiesing",286.4,4018,3860,3926,3833,54593.1,17,7759,7878
"insgesamt",2016,"Untergiesing",300.2,3656,4663,3390,4469,53896.7,18,7859,8319
"insgesamt",2016,"Thalkirchen",278.1,6777,7614,5977,6070,95080.4,19,12047,14391
"insgesamt",2016,"Hadern",256,3334,3278,3049,3258,50469.3,20,6307,6612
"insgesamt",2016,"Pasing",273.3,5168,5327,5232,4428,73746.9,21,9660,10495
"insgesamt",2016,"Aubing",289.7,4039,3344,2989,2676,45045,22,5665,7383
"insgesamt",2016,"Allach",259.2,2156,2145,2170,1842,32067.8,23,4012,4301
"insgesamt",2016,"Feldmoching",258.2,4159,3829,4402,3551,61731,24,7953,7988
"insgesamt",2016,"Laim",269.1,3785,4138,3257,3835,55798.1,25,7092,7923
"insgesamt",2015,"Stadt München",297.9,124889,112806,98094,112806,1505974.1,26,210900,237695
"insgesamt",2015,"Altstadt",348.5,2155,1605,1535,2012,20969.3,1,3547,3760
"insgesamt",2015,"Ludwigsvorstadt",445.6,7549,5137,5279,5753,53231.2,2,11032,12686
"insgesamt",2015,"Maxvorstadt",401.5,6338,4775,4464,5691,52969.8,3,10155,11113
"insgesamt",2015,"Schwabing-West",318.2,5487,5884,4276,5920,67787.3,4,10196,11371
"insgesamt",2015,"Haidhausen",306,4951,4653,3941,5200,61266.8,5,9141,9604
"insgesamt",2015,"Sendling",294.1,3020,3077,2581,3272,40632.8,6,5853,6097
"insgesamt",2015,"Sendling-Westpark",285.2,4485,4612,3421,3880,57496.3,7,7301,9097
"insgesamt",2015,"Schwanthalerhöhe",317.4,2505,2353,2012,2715,30198.9,8,4727,4858
"insgesamt",2015,"Neuhausen",294.8,7442,7422,6269,7819,98198,9,14088,14864
"insgesamt",2015,"Moosach",292.6,4191,3822,3459,4070,53108.8,10,7529,8013
"insgesamt",2015,"Milbertshofen",330.5,7234,5451,5699,6413,75038.8,11,12112,12685
"insgesamt",2015,"Schwabing",434.2,11185,6290,7548,6862,73431.4,12,14410,17475
"insgesamt",2015,"Bogenhausen",261,6729,5232,4916,5273,84874.1,13,10189,11961
"insgesamt",2015,"Berg am Laim",267.9,3189,3205,2375,3154,44509.1,14,5529,6394
"insgesamt",2015,"Trudering",235.1,4058,4786,3608,3774,69017.7,15,7382,8844
"insgesamt",2015,"Ramersdorf",243.3,7214,7423,5779,6621,111142.1,16,12400,14637
"insgesamt",2015,"Obergiesing",310.3,4586,4513,3645,3943,53780.9,17,7588,9099
"insgesamt",2015,"Untergiesing",297.1,4042,4225,3244,4149,52703.5,18,7393,8267
"insgesamt",2015,"Thalkirchen",277.9,6841,7076,5663,6144,92552.1,19,11807,13917
"insgesamt",2015,"Hadern",252.4,3280,3219,2902,3203,49940.7,20,6105,6499
"insgesamt",2015,"Pasing",263,5203,4978,4283,4621,72556.3,21,8904,10181
"insgesamt",2015,"Aubing",260.9,3011,2987,2846,2385,43042.3,22,5231,5998
"insgesamt",2015,"Allach",244.3,2123,1973,1824,1797,31584.7,23,3621,4096
"insgesamt",2015,"Feldmoching",249.5,4123,4065,3325,3673,60855.9,24,6998,8188
"insgesamt",2015,"Laim",278.9,3934,4043,3165,4219,55084.6,25,7384,7977
"insgesamt",2014,"Stadt München",300.8,124310,109921,100491,109921,1478323.7,26,210412,234231
"insgesamt",2014,"Altstadt",364.5,2259,1710,1606,1951,20647,1,3557,3969
"insgesamt",2014,"Ludwigsvorstadt",446.4,7450,4789,4937,5735,51320.1,2,10672,12239
"insgesamt",2014,"Maxvorstadt",385.5,5928,4571,4192,5363,52026.5,3,9555,10499
"insgesamt",2014,"Schwabing-West",313.4,5597,5360,4164,5727,66527.2,4,9891,10957
"insgesamt",2014,"Haidhausen",306.1,4947,4657,3653,5186,60261.1,5,8839,9604
"insgesamt",2014,"Sendling",303.1,3092,3164,2611,3340,40274.5,6,5951,6256
"insgesamt",2014,"Sendling-Westpark",272.2,3973,4175,3147,3923,55910.8,7,7070,8148
"insgesamt",2014,"Schwanthalerhöhe",323.3,2642,2349,2014,2653,29874.7,8,4667,4991
"insgesamt",2014,"Neuhausen",292.1,7772,7029,6061,7399,96757.2,9,13460,14801
"insgesamt",2014,"Moosach",296.3,4428,3853,3656,3539,52226.7,10,7195,8281
"insgesamt",2014,"Milbertshofen",335.9,7058,5803,5645,6415,74200.4,11,12060,12861
"insgesamt",2014,"Schwabing",508.5,12159,7288,10625,6346,71616.4,12,16971,19447
"insgesamt",2014,"Bogenhausen",252.3,5991,5339,4922,4715,83088.6,13,9637,11330
"insgesamt",2014,"Berg am Laim",265.3,2860,3312,2305,3067,43516.1,14,5372,6172
"insgesamt",2014,"Trudering",227.5,4099,3960,3790,3513,67518.7,15,7303,8059
"insgesamt",2014,"Ramersdorf",243.7,7259,6954,5630,6725,109031.8,16,12355,14213
"insgesamt",2014,"Obergiesing",321.9,4596,4404,3838,3923,52061.6,17,7761,9000
"insgesamt",2014,"Untergiesing",297.1,3741,4226,3150,4388,52186.8,18,7538,7967
"insgesamt",2014,"Thalkirchen",317.5,7595,6937,6768,7421,90468.6,19,14189,14532
"insgesamt",2014,"Hadern",245.6,3315,3237,2650,2938,49434.8,20,5588,6552
"insgesamt",2014,"Pasing",256,4945,4702,4251,4381,71401.1,21,8632,9647
"insgesamt",2014,"Aubing",239.9,2769,2606,2542,2306,42613.6,22,4848,5375
"insgesamt",2014,"Allach",252.3,1979,2214,1928,1720,31081.9,23,3648,4193
"insgesamt",2014,"Feldmoching",238.9,4206,3391,3237,3474,59889.6,24,6711,7597
"insgesamt",2014,"Laim",265.4,3639,3891,3164,3740,54386.8,25,6904,7530
"insgesamt",2013,"Stadt München",308.6,125346,107434,107913,107434,1452290.6,26,215347,232780
"insgesamt",2013,"Altstadt",388.2,2392,1702,1844,1926,20257.8,1,3770,4094
"insgesamt",2013,"Ludwigsvorstadt",441,6804,4628,5103,5599,50188.7,2,10702,11432
"insgesamt",2013,"Maxvorstadt",394.3,5780,4582,4448,5414,51290.3,3,9862,10362
"insgesamt",2013,"Schwabing-West",315.7,5498,5152,4422,5526,65247.2,4,9948,10650
"insgesamt",2013,"Haidhausen",317.9,4909,4707,4075,5193,59403.4,5,9268,9616
"insgesamt",2013,"Sendling",297.2,2897,3031,2648,3239,39752.8,6,5887,5928
"insgesamt",2013,"Sendling-Westpark",273.9,3859,3988,3361,3891,55123.3,7,7252,7847
"insgesamt",2013,"Schwanthalerhöhe",327.2,2551,2330,2096,2668,29478.1,8,4764,4881
"insgesamt",2013,"Neuhausen",313.4,7932,7530,6741,7646,95235.9,9,14387,15462
"insgesamt",2013,"Moosach",329.2,4814,4075,4233,3678,51036.8,10,7911,8889
"insgesamt",2013,"Milbertshofen",329.8,7108,5237,5488,6230,72957.9,11,11718,12345
"insgesamt",2013,"Schwabing",347.7,7072,5345,5736,5806,68910.6,12,11542,12417
"insgesamt",2013,"Bogenhausen",260.3,5829,5199,5221,4938,81399.5,13,10159,11028
"insgesamt",2013,"Berg am Laim",267.9,2734,3197,2525,2974,42671.4,14,5499,5931
"insgesamt",2013,"Trudering",223.6,3707,4076,3916,3193,66605.1,15,7109,7783
"insgesamt",2013,"Ramersdorf",240.8,6812,6531,6206,6370,107656.2,16,12576,13343
"insgesamt",2013,"Obergiesing",353,4808,4114,4994,4064,50934.8,17,9058,8922
"insgesamt",2013,"Untergiesing",306.9,3712,4451,3511,4149,51553,18,7660,8163
"insgesamt",2013,"Thalkirchen",460.5,15174,6804,12727,6283,89008.6,19,19010,21978
"insgesamt",2013,"Hadern",253.4,3224,3359,2708,2986,48449.6,20,5694,6583
"insgesamt",2013,"Pasing",267.3,4876,5015,4615,4225,70068.3,21,8840,9891
"insgesamt",2013,"Aubing",255.9,2987,2813,2687,2210,41794.4,22,4897,5800
"insgesamt",2013,"Allach",251.3,1998,1956,2013,1742,30681.6,23,3755,3954
"insgesamt",2013,"Feldmoching",257,4176,3916,3584,3458,58893.5,24,7042,8092
"insgesamt",2013,"Laim",268,3686,3696,2984,4023,53690,25,7007,7382
"insgesamt",2012,"Stadt München",299.1,116208,108731,92949,108731,1426362.3,26,201680,224939
"insgesamt",2012,"Altstadt",370.5,2118,1716,1632,1919,19931.5,1,3551,3834
"insgesamt",2012,"Ludwigsvorstadt",424.5,6312,4686,4304,5523,49063,2,9827,10998
"insgesamt",2012,"Maxvorstadt",391.9,5704,4738,3861,5340,50127.3,3,9201,10442
"insgesamt",2012,"Schwabing-West",321.6,5517,5340,4054,5782,64336.4,4,9836,10857
"insgesamt",2012,"Haidhausen",325.3,4855,5157,3798,5063,58016.1,5,8861,10012
"insgesamt",2012,"Sendling",298.4,2878,3159,2383,3311,39315.6,6,5694,6037
"insgesamt",2012,"Sendling-Westpark",275,3979,3986,2926,3933,53914.5,7,6859,7965
"insgesamt",2012,"Schwanthalerhöhe",355.4,2855,2561,2204,2741,29153.2,8,4945,5416
"insgesamt",2012,"Neuhausen",306.8,7860,7342,6165,7346,93601.6,9,13511,15202
"insgesamt",2012,"Moosach",308.5,4236,3834,3494,3799,49801.9,10,7293,8070
"insgesamt",2012,"Milbertshofen",331.8,6807,5879,4761,6275,71505.6,11,11036,12686
"insgesamt",2012,"Schwabing",349.1,6996,5569,4964,6058,67569.4,12,11022,12565
"insgesamt",2012,"Bogenhausen",257.2,5753,5164,4639,5077,80219.3,13,9716,10917
"insgesamt",2012,"Berg am Laim",280.7,2718,3526,2277,3212,41791.8,14,5489,6244
"insgesamt",2012,"Trudering",235.6,3707,4222,3879,3591,65354,15,7470,7929
"insgesamt",2012,"Ramersdorf",237,6385,6726,5576,6600,106715.9,16,12176,13111
"insgesamt",2012,"Obergiesing",358.9,5166,4265,4420,4478,51063.6,17,8898,9431
"insgesamt",2012,"Untergiesing",309.1,3788,4362,3224,4340,50833.5,18,7564,8150
"insgesamt",2012,"Thalkirchen",332.2,8639,6492,7743,5843,86454.8,19,13586,15131
"insgesamt",2012,"Hadern",236.2,2990,2850,2542,2886,47697.3,20,5428,5840
"insgesamt",2012,"Pasing",260.6,4797,4680,4086,4329,68650.8,21,8415,9477
"insgesamt",2012,"Aubing",248.5,2741,2878,2185,2247,40444.4,22,4432,5619
"insgesamt",2012,"Allach",254.5,1830,2303,1703,1806,30031.3,23,3509,4133
"insgesamt",2012,"Feldmoching",244.3,3964,3609,3153,3387,57770.7,24,6540,7573
"insgesamt",2012,"Laim",265.7,3600,3687,2952,3845,52997.4,25,6797,7287
"insgesamt",2011,"Stadt München",302.8,112947,112898,84206,112898,1396811.8,26,197104,225845
"insgesamt",2011,"Altstadt",373.2,2209,1716,1389,1954,19474.4,1,3343,3925
"insgesamt",2011,"Ludwigsvorstadt",435.6,6112,4757,4292,5649,47770,2,9941,10869
"insgesamt",2011,"Maxvorstadt",392.4,5595,4420,3631,5655,49183.9,3,9286,10015
"insgesamt",2011,"Schwabing-West",322.3,5309,5307,3886,5844,63130.3,4,9730,10616
"insgesamt",2011,"Haidhausen",325.8,4667,5043,3447,5365,56842.3,5,8812,9710
"insgesamt",2011,"Sendling",311.7,2946,3267,2307,3565,38770.6,6,5872,6213
"insgesamt",2011,"Sendling-Westpark",279.5,3732,4079,2711,4252,52849.6,7,6963,7811
"insgesamt",2011,"Schwanthalerhöhe",345.3,2598,2599,1731,2824,28241.3,8,4555,5197
"insgesamt",2011,"Neuhausen",320.8,7783,8144,5532,7625,90657.1,9,13157,15927
"insgesamt",2011,"Moosach",291.6,4024,3586,2946,3731,48987.8,10,6677,7610
"insgesamt",2011,"Milbertshofen",336.5,6297,6064,4286,6783,69638.4,11,11069,12361
"insgesamt",2011,"Schwabing",354.9,6632,5929,4872,5965,65933.2,12,10837,12561
"insgesamt",2011,"Bogenhausen",262.5,5556,5501,4112,5406,78391.7,13,9518,11057
"insgesamt",2011,"Berg am Laim",281.9,2597,3520,2112,3300,40903.5,14,5412,6117
"insgesamt",2011,"Trudering",247.9,4044,4871,3381,3627,64222,15,7008,8915
"insgesamt",2011,"Ramersdorf",246.4,6252,7315,5265,7110,105297.5,16,12375,13567
"insgesamt",2011,"Obergiesing",373.6,5529,4730,3860,4525,49897.6,17,8385,10259
"insgesamt",2011,"Untergiesing",310.4,3778,4515,2857,4367,49986.7,18,7224,8293
"insgesamt",2011,"Thalkirchen",318,8033,6363,6322,6137,84440.6,19,12459,14396
"insgesamt",2011,"Hadern",253.6,2997,3328,2381,3241,47115.8,20,5622,6325
"insgesamt",2011,"Pasing",263.4,4609,5020,3589,4477,67185.4,21,8066,9629
"insgesamt",2011,"Aubing",234.3,2277,2819,1937,2189,39353.2,22,4126,5096
"insgesamt",2011,"Allach",249.6,1835,2109,1615,1785,29423,23,3400,3944
"insgesamt",2011,"Feldmoching",245.9,3916,3662,2897,3488,56775.2,24,6385,7578
"insgesamt",2011,"Laim",281,3606,4222,2845,4032,52338.4,25,6877,7828
"insgesamt",2010,"Stadt München",305.8,103606,115700,84467,115700,1371516.7,26,200167,219306
"insgesamt",2010,"Altstadt",376.5,2011,1737,1418,2005,19045.7,1,3423,3748
"insgesamt",2010,"Ludwigsvorstadt",450.6,5831,5211,4205,5830,46777.9,2,10035,11042
"insgesamt",2010,"Maxvorstadt",433.3,5885,4849,4523,5802,48603.5,3,10325,10734
"insgesamt",2010,"Schwabing-West",327.3,5072,5573,3703,6022,62237.3,4,9725,10645
"insgesamt",2010,"Haidhausen",326.8,4464,4977,3515,5319,55916.8,5,8834,9441
"insgesamt",2010,"Sendling",320.9,2925,3422,2275,3674,38312,6,5949,6347
"insgesamt",2010,"Sendling-Westpark",268.8,3198,4064,2654,4133,52260.3,7,6787,7262
"insgesamt",2010,"Schwanthalerhöhe",358.1,2322,2750,1851,3057,27873.2,8,4908,5072
"insgesamt",2010,"Neuhausen",315.9,6863,7853,5475,7779,88545.1,9,13254,14716
"insgesamt",2010,"Moosach",310.5,3892,3447,3976,3724,48435.1,10,7700,7339
"insgesamt",2010,"Milbertshofen",345.9,5572,6784,4345,7049,68660,11,11394,12356
"insgesamt",2010,"Schwabing",357.9,6308,6059,4584,6066,64319.6,12,10650,12367
"insgesamt",2010,"Bogenhausen",256.8,4937,5335,4210,5307,77056.7,13,9517,10272
"insgesamt",2010,"Berg am Laim",291.5,2542,3643,2089,3396,40039.8,14,5485,6185
"insgesamt",2010,"Trudering",247.4,3395,5068,3165,3683,61898.8,15,6848,8463
"insgesamt",2010,"Ramersdorf",243.6,5353,7894,5047,7076,104150.2,16,12123,13247
"insgesamt",2010,"Obergiesing",379.4,4969,4597,3877,4934,48434.4,17,8811,9566
"insgesamt",2010,"Untergiesing",316.6,3484,4651,2887,4544,49169,18,7431,8135
"insgesamt",2010,"Thalkirchen",308.8,7024,6394,5998,6188,82915.2,19,12186,13418
"insgesamt",2010,"Hadern",256,2794,3410,2334,3376,46533.9,20,5710,6204
"insgesamt",2010,"Pasing",271.1,4286,5099,3535,4874,65644,21,8409,9385
"insgesamt",2010,"Aubing",229.7,1947,2812,1848,2244,38540.2,22,4092,4759
"insgesamt",2010,"Allach",237,1497,2153,1439,1778,28979.3,23,3217,3650
"insgesamt",2010,"Feldmoching",245.9,3581,3768,2845,3491,55646.2,24,6336,7349
"insgesamt",2010,"Laim",283.1,3433,4146,2662,4347,51521.8,25,7009,7579
"nichtdeutsch",2024,"Stadt München",470.1,65870,57582,46974,57582,484986.2,26,104556,123452
"nichtdeutsch",2024,"Altstadt",611.3,1011,638,825,747,5269.5,1,1572,1649
"nichtdeutsch",2024,"Ludwigsvorstadt",555,2286,1493,1592,1957,13204.7,2,3549,3779
"nichtdeutsch",2024,"Maxvorstadt",565.9,2542,1629,1684,2048,13965.8,3,3732,4171
"nichtdeutsch",2024,"Schwabing-West",476.5,2215,1958,1613,2056,16457.8,4,3669,4173
"nichtdeutsch",2024,"Haidhausen",378.7,1608,1398,1239,1549,15299.9,5,2788,3006
"nichtdeutsch",2024,"Sendling",393.4,1073,1280,874,1280,11456.3,6,2154,2353
"nichtdeutsch",2024,"Sendling-Westpark",404.3,2335,1882,1401,2257,19480.2,7,3658,4217
"nichtdeutsch",2024,"Schwanthalerhöhe",419.2,951,996,800,1106,9191.8,8,1906,1947
"nichtdeutsch",2024,"Neuhausen",412.6,3298,2770,2239,2678,26624.5,9,4917,6068
"nichtdeutsch",2024,"Moosach",417.9,2501,1891,1647,2011,19265.2,10,3658,4392
"nichtdeutsch",2024,"Milbertshofen",416.7,4139,3241,3218,3284,33310.2,11,6502,7380
"nichtdeutsch",2024,"Schwabing",1218.1,7032,7570,4958,9052,23488.1,12,14010,14602
"nichtdeutsch",2024,"Bogenhausen",474.5,3704,3517,2982,2747,27292.8,13,5729,7221
"nichtdeutsch",2024,"Berg am Laim",397.8,2020,1562,1163,1802,16458.6,14,2965,3582
"nichtdeutsch",2024,"Trudering",466.4,2699,2276,1861,2238,19453.5,15,4099,4975
"nichtdeutsch",2024,"Ramersdorf",332.4,4219,3821,2911,3581,43721,16,6492,8040
"nichtdeutsch",2024,"Obergiesing",425.2,2387,1707,1732,1663,17614.5,17,3395,4094
"nichtdeutsch",2024,"Untergiesing",413.2,1624,1450,1206,1398,13741.9,18,2604,3074
"nichtdeutsch",2024,"Thalkirchen",459.3,4536,3683,3102,3387,32021.3,19,6489,8219
"nichtdeutsch",2024,"Hadern",419,1983,1725,1516,1591,16265.7,20,3107,3708
"nichtdeutsch",2024,"Pasing",464.9,2887,2520,2228,2418,21626,21,4646,5407
"nichtdeutsch",2024,"Aubing",507.2,2793,3476,1936,1968,20056.5,22,3904,6269
"nichtdeutsch",2024,"Allach",469.3,1527,946,1056,987,9622.6,23,2043,2473
"nichtdeutsch",2024,"Feldmoching",393.4,2575,2279,1920,1931,22129.9,24,3851,4854
"nichtdeutsch",2024,"Laim",384.9,1925,1874,1271,1846,17968.1,25,3117,3799
"nichtdeutsch",2023,"Stadt München",574,74633,63987,69979,63987,474924.8,26,133966,138620
"nichtdeutsch",2023,"Altstadt",670.3,1176,561,1106,680,5256.2,1,1786,1737
"nichtdeutsch",2023,"Ludwigsvorstadt",684.5,2630,1562,2973,2059,13474.7,2,5032,4192
"nichtdeutsch",2023,"Maxvorstadt",710.9,3012,1797,2879,2114,13788.3,3,4993,4809
"nichtdeutsch",2023,"Schwabing-West",529,2357,1967,2194,2130,16346.6,4,4324,4324
"nichtdeutsch",2023,"Haidhausen",489,1961,1792,1957,1747,15248.3,5,3704,3753
"nichtdeutsch",2023,"Sendling",438.7,1247,1276,1258,1171,11289.1,6,2429,2523
"nichtdeutsch",2023,"Sendling-Westpark",417.8,2339,1874,1849,1937,19146.1,7,3786,4213
"nichtdeutsch",2023,"Schwanthalerhöhe",403.3,975,902,967,908,9303.1,8,1875,1877
"nichtdeutsch",2023,"Neuhausen",466.2,3392,2793,3273,2685,26046.4,9,5958,6185
"nichtdeutsch",2023,"Moosach",503,2713,2144,2312,2305,18836.4,10,4617,4857
"nichtdeutsch",2023,"Milbertshofen",486.6,4764,3416,4178,3640,32880.2,11,7818,8180
"nichtdeutsch",2023,"Schwabing",2015.9,10903,12137,10912,14155,23863.4,12,25067,23040
"nichtdeutsch",2023,"Bogenhausen",583.9,3774,4261,4210,2996,26103.9,13,7206,8035
"nichtdeutsch",2023,"Berg am Laim",408.4,1903,1506,1678,1536,16217.3,14,3214,3409
"nichtdeutsch",2023,"Trudering",518.7,2737,2212,2767,2061,18847.3,15,4828,4949
"nichtdeutsch",2023,"Ramersdorf",410.5,5019,4187,4380,3996,42831.8,16,8376,9206
"nichtdeutsch",2023,"Obergiesing",457.9,2160,1736,2222,1810,17313.9,17,4032,3896
"nichtdeutsch",2023,"Untergiesing",480.3,1663,1531,1680,1647,13576.1,18,3327,3194
"nichtdeutsch",2023,"Thalkirchen",526.6,4816,3839,3953,3625,30827.4,19,7578,8655
"nichtdeutsch",2023,"Hadern",459,2204,1668,1832,1581,15870,20,3413,3872
"nichtdeutsch",2023,"Pasing",537.5,3201,2887,2719,2511,21058.2,21,5230,6088
"nichtdeutsch",2023,"Aubing",548.9,3242,2666,2370,1770,18306,22,4140,5908
"nichtdeutsch",2023,"Allach",615.3,1702,1166,1810,1173,9509.8,23,2983,2868
"nichtdeutsch",2023,"Feldmoching",433.4,2629,2162,2624,1909,21514.3,24,4533,4791
"nichtdeutsch",2023,"Laim",445.1,2114,1945,1876,1841,17470.2,25,3717,4059
"nichtdeutsch",2022,"Stadt München",600.1,92919,64207,59644,64207,468194.1,26,123851,157126
"nichtdeutsch",2022,"Altstadt",684.8,1396,606,946,710,5341.8,1,1656,2002
"nichtdeutsch",2022,"Ludwigsvorstadt",766.5,3819,1821,2829,2621,14468.3,2,5450,5640
"nichtdeutsch",2022,"Maxvorstadt",784.5,3939,2067,2329,2394,13676.6,3,4723,6006
"nichtdeutsch",2022,"Schwabing-West",619.6,3079,2457,2071,2573,16429.8,4,4644,5536
"nichtdeutsch",2022,"Haidhausen",591.2,3092,1883,1778,2261,15247.5,5,4039,4975
"nichtdeutsch",2022,"Sendling",462.4,1570,1311,1116,1229,11302.1,6,2345,2881
"nichtdeutsch",2022,"Sendling-Westpark",474.4,2796,2331,1640,2087,18665.4,7,3727,5127
"nichtdeutsch",2022,"Schwanthalerhöhe",420.6,1286,853,796,993,9340,8,1789,2139
"nichtdeutsch",2022,"Neuhausen",529.1,4557,3179,2839,3152,25945.3,9,5991,7736
"nichtdeutsch",2022,"Moosach",554.1,3428,2269,2017,2586,18589.2,10,4603,5697
"nichtdeutsch",2022,"Milbertshofen",513.5,5331,3915,3660,3772,32477.8,11,7432,9246
"nichtdeutsch",2022,"Schwabing",1620.1,11679,8991,8109,10464,24221.8,12,18573,20670
"nichtdeutsch",2022,"Bogenhausen",616.8,5364,3645,3658,2995,25390.4,13,6653,9009
"nichtdeutsch",2022,"Berg am Laim",474.6,2398,1822,1558,1784,15933,14,3342,4220
"nichtdeutsch",2022,"Trudering",597.4,3758,2513,2589,2305,18690.4,15,4894,6271
"nichtdeutsch",2022,"Ramersdorf",412.5,5810,4091,3770,3755,42246.3,16,7525,9901
"nichtdeutsch",2022,"Obergiesing",485.7,2713,2005,1778,1886,17256.1,17,3664,4718
"nichtdeutsch",2022,"Untergiesing",526.9,2265,1815,1381,1652,13499.9,18,3033,4080
"nichtdeutsch",2022,"Thalkirchen",571.4,6014,3700,3451,3866,29805.5,19,7317,9714
"nichtdeutsch",2022,"Hadern",503.5,2505,1966,1640,1638,15390.2,20,3278,4471
"nichtdeutsch",2022,"Pasing",612.5,4165,2928,2672,2508,20037.3,21,5180,7093
"nichtdeutsch",2022,"Aubing",600.2,3677,2260,2202,1839,16623.8,22,4041,5937
"nichtdeutsch",2022,"Allach",642.7,2298,1284,1210,1064,9111.8,23,2274,3582
"nichtdeutsch",2022,"Feldmoching",440.9,3121,2289,2054,1967,21392.2,24,4021,5410
"nichtdeutsch",2022,"Laim",509.7,2859,2206,1551,2106,17111.8,25,3657,5065
"nichtdeutsch",2021,"Stadt München",508.2,62075,56566,52542,56566,448127,26,109108,118641
"nichtdeutsch",2021,"Altstadt",550.6,796,550,818,674,5154,1,1492,1346
"nichtdeutsch",2021,"Ludwigsvorstadt",577.1,2245,1762,2092,2188,14358.6,2,4280,4007
"nichtdeutsch",2021,"Maxvorstadt",636.8,2415,1802,1962,2200,13158.4,3,4162,4217
"nichtdeutsch",2021,"Schwabing-West",540.5,2248,2209,1903,2198,15834.8,4,4101,4457
"nichtdeutsch",2021,"Haidhausen",501.8,2061,1718,1619,1988,14719,5,3607,3779
"nichtdeutsch",2021,"Sendling",428.3,1151,1283,1092,1202,11038.8,6,2294,2434
"nichtdeutsch",2021,"Sendling-Westpark",387.7,1821,1881,1527,1732,17954.8,7,3259,3702
"nichtdeutsch",2021,"Schwanthalerhöhe",362.7,801,813,842,930,9334.3,8,1772,1614
"nichtdeutsch",2021,"Neuhausen",445.6,3025,2804,2396,2781,24697.6,9,5177,5829
"nichtdeutsch",2021,"Moosach",485.2,2584,2048,1779,2312,17978.2,10,4091,4632
"nichtdeutsch",2021,"Milbertshofen",462.5,4118,3555,3306,3598,31520,11,6904,7673
"nichtdeutsch",2021,"Schwabing",1328.4,8380,7510,7230,8735,23980.8,12,15965,15890
"nichtdeutsch",2021,"Bogenhausen",458.4,3147,2780,2528,2272,23399.6,13,4800,5927
"nichtdeutsch",2021,"Berg am Laim",391.8,1606,1644,1382,1451,15527.6,14,2833,3250
"nichtdeutsch",2021,"Trudering",501.6,2447,2189,2377,1901,17772.3,15,4278,4636
"nichtdeutsch",2021,"Ramersdorf",362.7,4010,3874,3360,3587,40895.6,16,6947,7884
"nichtdeutsch",2021,"Obergiesing",469.9,2193,1751,2074,1827,16695.3,17,3901,3944
"nichtdeutsch",2021,"Untergiesing",472.8,1540,1581,1349,1567,12767.4,18,2916,3121
"nichtdeutsch",2021,"Thalkirchen",470.6,3713,3377,2931,3164,28017.9,19,6095,7090
"nichtdeutsch",2021,"Hadern",467.8,1874,1920,1329,1590,14350.7,20,2919,3794
"nichtdeutsch",2021,"Pasing",506.9,2515,2454,2325,2241,18808.7,21,4566,4969
"nichtdeutsch",2021,"Aubing",456.9,1989,1955,1603,1394,15190.7,22,2997,3944
"nichtdeutsch",2021,"Allach",542.1,1279,1116,1110,904,8133.2,23,2014,2395
"nichtdeutsch",2021,"Feldmoching",411.5,2271,2102,2051,2013,20504,24,4064,4373
"nichtdeutsch",2021,"Laim",453.5,1846,1888,1557,2117,16334.8,25,3674,3734
"nichtdeutsch",2020,"Stadt München",436.7,50135,49919,44213,49919,444632.5,26,94132,100054
"nichtdeutsch",2020,"Altstadt",460.6,675,508,696,607,5397.5,1,1303,1183
"nichtdeutsch",2020,"Ludwigsvorstadt",502.5,1972,1654,1648,2048,14571.2,2,3696,3626
"nichtdeutsch",2020,"Maxvorstadt",534.9,1979,1597,1599,1885,13199.4,3,3484,3576
"nichtdeutsch",2020,"Schwabing-West",491.8,1900,2061,1659,2077,15651.6,4,3736,3961
"nichtdeutsch",2020,"Haidhausen",431,1628,1700,1251,1701,14571,5,2952,3328
"nichtdeutsch",2020,"Sendling",375.7,927,1127,904,1196,11055.4,6,2100,2054
"nichtdeutsch",2020,"Sendling-Westpark",343.6,1475,1698,1254,1655,17701,7,2909,3173
"nichtdeutsch",2020,"Schwanthalerhöhe",309.7,738,714,672,841,9574.3,8,1513,1452
